FACT_ID,HEAD,RELATION,TAIL,TIME,ANSWER
FACT_3119_0,0,Express intent to meet or negotiate,Citizen (India),2014-07-06,Oommen Chandy
FACT_3119_1,Oommen Chandy,0,Citizen (India),2014-07-06,Express intent to meet or negotiate
FACT_3119_2,Oommen Chandy,Express intent to meet or negotiate,0,2014-07-06,Citizen (India)
FACT_3119_3,Oommen Chandy,Express intent to meet or negotiate,Citizen (India),0,2014-07-06
FACT_3120_0,0,Engage in negotiation,Catherine Ashton,2014-10-15,Mohammad Javad Zarif
FACT_3120_1,Mohammad Javad Zarif,0,Catherine Ashton,2014-10-15,Engage in negotiation
FACT_3120_2,Mohammad Javad Zarif,Engage in negotiation,0,2014-10-15,Catherine Ashton
FACT_3120_3,Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,0,2014-10-15
FACT_3121_0,0,"Arrest, detain, or charge with legal action",Men (United Kingdom),2014-10-03,Northern Ireland
FACT_3121_1,Northern Ireland,0,Men (United Kingdom),2014-10-03,"Arrest, detain, or charge with legal action"
FACT_3121_2,Northern Ireland,"Arrest, detain, or charge with legal action",0,2014-10-03,Men (United Kingdom)
FACT_3121_3,Northern Ireland,"Arrest, detain, or charge with legal action",Men (United Kingdom),0,2014-10-03
FACT_3122_0,0,"Arrest, detain, or charge with legal action",Women (China),2014-09-13,China
FACT_3122_1,China,0,Women (China),2014-09-13,"Arrest, detain, or charge with legal action"
FACT_3122_2,China,"Arrest, detain, or charge with legal action",0,2014-09-13,Women (China)
FACT_3122_3,China,"Arrest, detain, or charge with legal action",Women (China),0,2014-09-13
FACT_3123_0,0,Use unconventional violence,Criminal (Guatemala),2014-08-25,Mob (Guatemala)
FACT_3123_1,Mob (Guatemala),0,Criminal (Guatemala),2014-08-25,Use unconventional violence
FACT_3123_2,Mob (Guatemala),Use unconventional violence,0,2014-08-25,Criminal (Guatemala)
FACT_3123_3,Mob (Guatemala),Use unconventional violence,Criminal (Guatemala),0,2014-08-25
FACT_3124_0,0,Make statement,Representatives (Iraq),2014-07-11,Alexander Lukashevich
FACT_3124_1,Alexander Lukashevich,0,Representatives (Iraq),2014-07-11,Make statement
FACT_3124_2,Alexander Lukashevich,Make statement,0,2014-07-11,Representatives (Iraq)
FACT_3124_3,Alexander Lukashevich,Make statement,Representatives (Iraq),0,2014-07-11
FACT_3125_0,0,Make statement,France,2014-11-10,Aladdin Boroujerdi
FACT_3125_1,Aladdin Boroujerdi,0,France,2014-11-10,Make statement
FACT_3125_2,Aladdin Boroujerdi,Make statement,0,2014-11-10,France
FACT_3125_3,Aladdin Boroujerdi,Make statement,France,0,2014-11-10
FACT_3126_0,0,Host a visit,John Kerry,2014-08-11,Myanmar
FACT_3126_1,Myanmar,0,John Kerry,2014-08-11,Host a visit
FACT_3126_2,Myanmar,Host a visit,0,2014-08-11,John Kerry
FACT_3126_3,Myanmar,Host a visit,John Kerry,0,2014-08-11
FACT_3127_0,0,Express intent to cooperate,Japan,2014-04-26,China
FACT_3127_1,China,0,Japan,2014-04-26,Express intent to cooperate
FACT_3127_2,China,Express intent to cooperate,0,2014-04-26,Japan
FACT_3127_3,China,Express intent to cooperate,Japan,0,2014-04-26
FACT_3128_0,0,Make an appeal or request,Businessperson (Turkey),2014-02-14,Head of Government (Pakistan)
FACT_3128_1,Head of Government (Pakistan),0,Businessperson (Turkey),2014-02-14,Make an appeal or request
FACT_3128_2,Head of Government (Pakistan),Make an appeal or request,0,2014-02-14,Businessperson (Turkey)
FACT_3128_3,Head of Government (Pakistan),Make an appeal or request,Businessperson (Turkey),0,2014-02-14
FACT_3129_0,0,Make a visit,Canada,2014-11-21,Toomas Hendrik Ilves
FACT_3129_1,Toomas Hendrik Ilves,0,Canada,2014-11-21,Make a visit
FACT_3129_2,Toomas Hendrik Ilves,Make a visit,0,2014-11-21,Canada
FACT_3129_3,Toomas Hendrik Ilves,Make a visit,Canada,0,2014-11-21
FACT_3130_0,0,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-20,Sergey Viktorovich Lavrov
FACT_3130_1,Sergey Viktorovich Lavrov,0,Cabinet / Council of Ministers / Advisors (United States),2014-11-20,Consult
FACT_3130_2,Sergey Viktorovich Lavrov,Consult,0,2014-11-20,Cabinet / Council of Ministers / Advisors (United States)
FACT_3130_3,Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),0,2014-11-20
FACT_3131_0,0,Make statement,Iran,2014-04-09,Media Personnel (Iran)
FACT_3131_1,Media Personnel (Iran),0,Iran,2014-04-09,Make statement
FACT_3131_2,Media Personnel (Iran),Make statement,0,2014-04-09,Iran
FACT_3131_3,Media Personnel (Iran),Make statement,Iran,0,2014-04-09
FACT_3132_0,0,Consult,China,2014-07-12,Vietnam
FACT_3132_1,Vietnam,0,China,2014-07-12,Consult
FACT_3132_2,Vietnam,Consult,0,2014-07-12,China
FACT_3132_3,Vietnam,Consult,China,0,2014-07-12
FACT_3133_0,0,Make statement,Media (Zambia),2014-09-18,Joseph Katema
FACT_3133_1,Joseph Katema,0,Media (Zambia),2014-09-18,Make statement
FACT_3133_2,Joseph Katema,Make statement,0,2014-09-18,Media (Zambia)
FACT_3133_3,Joseph Katema,Make statement,Media (Zambia),0,2014-09-18
FACT_3134_0,0,Make statement,Fighter Bomber (China),2014-09-11,China
FACT_3134_1,China,0,Fighter Bomber (China),2014-09-11,Make statement
FACT_3134_2,China,Make statement,0,2014-09-11,Fighter Bomber (China)
FACT_3134_3,China,Make statement,Fighter Bomber (China),0,2014-09-11
FACT_3135_0,0,Consult,Sergey Viktorovich Lavrov,2014-09-24,John Kerry
FACT_3135_1,John Kerry,0,Sergey Viktorovich Lavrov,2014-09-24,Consult
FACT_3135_2,John Kerry,Consult,0,2014-09-24,Sergey Viktorovich Lavrov
FACT_3135_3,John Kerry,Consult,Sergey Viktorovich Lavrov,0,2014-09-24
FACT_3136_0,0,Use conventional military force,Education (Nigeria),2014-09-17,Boko Haram
FACT_3136_1,Boko Haram,0,Education (Nigeria),2014-09-17,Use conventional military force
FACT_3136_2,Boko Haram,Use conventional military force,0,2014-09-17,Education (Nigeria)
FACT_3136_3,Boko Haram,Use conventional military force,Education (Nigeria),0,2014-09-17
FACT_3137_0,0,fight with small arms and light weapons,Military Personnel (Yemen),2014-04-22,Citizen (Yemen)
FACT_3137_1,Citizen (Yemen),0,Military Personnel (Yemen),2014-04-22,fight with small arms and light weapons
FACT_3137_2,Citizen (Yemen),fight with small arms and light weapons,0,2014-04-22,Military Personnel (Yemen)
FACT_3137_3,Citizen (Yemen),fight with small arms and light weapons,Military Personnel (Yemen),0,2014-04-22
FACT_3138_0,0,Consult,China,2014-01-21,South Korea
FACT_3138_1,South Korea,0,China,2014-01-21,Consult
FACT_3138_2,South Korea,Consult,0,2014-01-21,China
FACT_3138_3,South Korea,Consult,China,0,2014-01-21
FACT_3139_0,0,Make an appeal or request,Citizen (Nigeria),2014-06-09,Education (Nigeria)
FACT_3139_1,Education (Nigeria),0,Citizen (Nigeria),2014-06-09,Make an appeal or request
FACT_3139_2,Education (Nigeria),Make an appeal or request,0,2014-06-09,Citizen (Nigeria)
FACT_3139_3,Education (Nigeria),Make an appeal or request,Citizen (Nigeria),0,2014-06-09
FACT_3140_0,0,Make an appeal or request,Citizen (India),2014-08-18,Labor Union (India)
FACT_3140_1,Labor Union (India),0,Citizen (India),2014-08-18,Make an appeal or request
FACT_3140_2,Labor Union (India),Make an appeal or request,0,2014-08-18,Citizen (India)
FACT_3140_3,Labor Union (India),Make an appeal or request,Citizen (India),0,2014-08-18
FACT_3141_0,0,Express intent to meet or negotiate,Government (Angola),2014-03-21,Ministry (Angola)
FACT_3141_1,Ministry (Angola),0,Government (Angola),2014-03-21,Express intent to meet or negotiate
FACT_3141_2,Ministry (Angola),Express intent to meet or negotiate,0,2014-03-21,Government (Angola)
FACT_3141_3,Ministry (Angola),Express intent to meet or negotiate,Government (Angola),0,2014-03-21
FACT_3142_0,0,Criticize or denounce,France,2014-03-18,Dmitry Olegovich Rogozin
FACT_3142_1,Dmitry Olegovich Rogozin,0,France,2014-03-18,Criticize or denounce
FACT_3142_2,Dmitry Olegovich Rogozin,Criticize or denounce,0,2014-03-18,France
FACT_3142_3,Dmitry Olegovich Rogozin,Criticize or denounce,France,0,2014-03-18
FACT_3143_0,0,Make statement,Romania,2014-05-21,Victor Ponta
FACT_3143_1,Victor Ponta,0,Romania,2014-05-21,Make statement
FACT_3143_2,Victor Ponta,Make statement,0,2014-05-21,Romania
FACT_3143_3,Victor Ponta,Make statement,Romania,0,2014-05-21
FACT_3144_0,0,Rally opposition against,Criminal (South Korea),2014-04-02,North Korea
FACT_3144_1,North Korea,0,Criminal (South Korea),2014-04-02,Rally opposition against
FACT_3144_2,North Korea,Rally opposition against,0,2014-04-02,Criminal (South Korea)
FACT_3144_3,North Korea,Rally opposition against,Criminal (South Korea),0,2014-04-02
FACT_3145_0,0,Criticize or denounce,Medical Personnel (India),2014-04-11,Citizen (India)
FACT_3145_1,Citizen (India),0,Medical Personnel (India),2014-04-11,Criticize or denounce
FACT_3145_2,Citizen (India),Criticize or denounce,0,2014-04-11,Medical Personnel (India)
FACT_3145_3,Citizen (India),Criticize or denounce,Medical Personnel (India),0,2014-04-11
FACT_3146_0,0,Consider policy option,Poland,2014-12-14,South Korea
FACT_3146_1,South Korea,0,Poland,2014-12-14,Consider policy option
FACT_3146_2,South Korea,Consider policy option,0,2014-12-14,Poland
FACT_3146_3,South Korea,Consider policy option,Poland,0,2014-12-14
FACT_3147_0,0,Make an appeal or request,Envoy (Thailand),2014-06-11,Prayuth Chan-ocha
FACT_3147_1,Prayuth Chan-ocha,0,Envoy (Thailand),2014-06-11,Make an appeal or request
FACT_3147_2,Prayuth Chan-ocha,Make an appeal or request,0,2014-06-11,Envoy (Thailand)
FACT_3147_3,Prayuth Chan-ocha,Make an appeal or request,Envoy (Thailand),0,2014-06-11
FACT_3148_0,0,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-01-31,John Kerry
FACT_3148_1,John Kerry,0,Sergey Viktorovich Lavrov,2014-01-31,Meet at a 'third' location
FACT_3148_2,John Kerry,Meet at a 'third' location,0,2014-01-31,Sergey Viktorovich Lavrov
FACT_3148_3,John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,0,2014-01-31
FACT_3149_0,0,Host a visit,Youssef Boutros Ghali,2014-04-16,France
FACT_3149_1,France,0,Youssef Boutros Ghali,2014-04-16,Host a visit
FACT_3149_2,France,Host a visit,0,2014-04-16,Youssef Boutros Ghali
FACT_3149_3,France,Host a visit,Youssef Boutros Ghali,0,2014-04-16
FACT_3150_0,0,Express intent to meet or negotiate,France,2014-06-21,Victor Ponta
FACT_3150_1,Victor Ponta,0,France,2014-06-21,Express intent to meet or negotiate
FACT_3150_2,Victor Ponta,Express intent to meet or negotiate,0,2014-06-21,France
FACT_3150_3,Victor Ponta,Express intent to meet or negotiate,France,0,2014-06-21
FACT_3151_0,0,Express accord,Citizen (Georgia),2014-08-14,Daniel Mitov
FACT_3151_1,Daniel Mitov,0,Citizen (Georgia),2014-08-14,Express accord
FACT_3151_2,Daniel Mitov,Express accord,0,2014-08-14,Citizen (Georgia)
FACT_3151_3,Daniel Mitov,Express accord,Citizen (Georgia),0,2014-08-14
FACT_3152_0,0,Host a visit,Xi Jinping,2014-07-03,South Korea
FACT_3152_1,South Korea,0,Xi Jinping,2014-07-03,Host a visit
FACT_3152_2,South Korea,Host a visit,0,2014-07-03,Xi Jinping
FACT_3152_3,South Korea,Host a visit,Xi Jinping,0,2014-07-03
FACT_3153_0,0,Make statement,Iran,2014-10-25,Member of Parliament (Iran)
FACT_3153_1,Member of Parliament (Iran),0,Iran,2014-10-25,Make statement
FACT_3153_2,Member of Parliament (Iran),Make statement,0,2014-10-25,Iran
FACT_3153_3,Member of Parliament (Iran),Make statement,Iran,0,2014-10-25
FACT_3154_0,0,Express intent to cooperate economically,United Arab Emirates,2014-05-27,South Korea
FACT_3154_1,South Korea,0,United Arab Emirates,2014-05-27,Express intent to cooperate economically
FACT_3154_2,South Korea,Express intent to cooperate economically,0,2014-05-27,United Arab Emirates
FACT_3154_3,South Korea,Express intent to cooperate economically,United Arab Emirates,0,2014-05-27
FACT_3155_0,0,Express intent to mediate,Protester (Thailand),2014-02-13,Thailand
FACT_3155_1,Thailand,0,Protester (Thailand),2014-02-13,Express intent to mediate
FACT_3155_2,Thailand,Express intent to mediate,0,2014-02-13,Protester (Thailand)
FACT_3155_3,Thailand,Express intent to mediate,Protester (Thailand),0,2014-02-13
FACT_3156_0,0,Engage in diplomatic cooperation,Qatar,2014-11-28,United Arab Emirates
FACT_3156_1,United Arab Emirates,0,Qatar,2014-11-28,Engage in diplomatic cooperation
FACT_3156_2,United Arab Emirates,Engage in diplomatic cooperation,0,2014-11-28,Qatar
FACT_3156_3,United Arab Emirates,Engage in diplomatic cooperation,Qatar,0,2014-11-28
FACT_3157_0,0,Accuse,Yogendra Yadav,2014-06-08,Manish Sisodia
FACT_3157_1,Manish Sisodia,0,Yogendra Yadav,2014-06-08,Accuse
FACT_3157_2,Manish Sisodia,Accuse,0,2014-06-08,Yogendra Yadav
FACT_3157_3,Manish Sisodia,Accuse,Yogendra Yadav,0,2014-06-08
FACT_3158_0,0,Make an appeal or request,Court Judge (Nigeria),2014-08-04,Citizen (Nigeria)
FACT_3158_1,Citizen (Nigeria),0,Court Judge (Nigeria),2014-08-04,Make an appeal or request
FACT_3158_2,Citizen (Nigeria),Make an appeal or request,0,2014-08-04,Court Judge (Nigeria)
FACT_3158_3,Citizen (Nigeria),Make an appeal or request,Court Judge (Nigeria),0,2014-08-04
FACT_3159_0,0,Reject,Citizen (India),2014-05-03,Court Judge (India)
FACT_3159_1,Court Judge (India),0,Citizen (India),2014-05-03,Reject
FACT_3159_2,Court Judge (India),Reject,0,2014-05-03,Citizen (India)
FACT_3159_3,Court Judge (India),Reject,Citizen (India),0,2014-05-03
FACT_3160_0,0,Rally support on behalf of,Peacekeeping Troop (Pakistan),2014-10-11,UN Security Council
FACT_3160_1,UN Security Council,0,Peacekeeping Troop (Pakistan),2014-10-11,Rally support on behalf of
FACT_3160_2,UN Security Council,Rally support on behalf of,0,2014-10-11,Peacekeeping Troop (Pakistan)
FACT_3160_3,UN Security Council,Rally support on behalf of,Peacekeeping Troop (Pakistan),0,2014-10-11
FACT_3161_0,0,"Protest violently, riot",Thailand,2014-02-02,Protester (Thailand)
FACT_3161_1,Protester (Thailand),0,Thailand,2014-02-02,"Protest violently, riot"
FACT_3161_2,Protester (Thailand),"Protest violently, riot",0,2014-02-02,Thailand
FACT_3161_3,Protester (Thailand),"Protest violently, riot",Thailand,0,2014-02-02
FACT_3162_0,0,Use conventional military force,Student (Senegal),2014-01-17,Military (Senegal)
FACT_3162_1,Military (Senegal),0,Student (Senegal),2014-01-17,Use conventional military force
FACT_3162_2,Military (Senegal),Use conventional military force,0,2014-01-17,Student (Senegal)
FACT_3162_3,Military (Senegal),Use conventional military force,Student (Senegal),0,2014-01-17
FACT_3163_0,0,Make statement,Government (Kenya),2014-05-07,Joseph Ole Lenku
FACT_3163_1,Joseph Ole Lenku,0,Government (Kenya),2014-05-07,Make statement
FACT_3163_2,Joseph Ole Lenku,Make statement,0,2014-05-07,Government (Kenya)
FACT_3163_3,Joseph Ole Lenku,Make statement,Government (Kenya),0,2014-05-07
FACT_3164_0,0,Express intent to meet or negotiate,Education (Angola),2014-07-31,Education Ministry (Angola)
FACT_3164_1,Education Ministry (Angola),0,Education (Angola),2014-07-31,Express intent to meet or negotiate
FACT_3164_2,Education Ministry (Angola),Express intent to meet or negotiate,0,2014-07-31,Education (Angola)
FACT_3164_3,Education Ministry (Angola),Express intent to meet or negotiate,Education (Angola),0,2014-07-31
FACT_3165_0,0,Criticize or denounce,Bangladesh Nationalist Party,2014-03-04,Citizen (Bangladesh)
FACT_3165_1,Citizen (Bangladesh),0,Bangladesh Nationalist Party,2014-03-04,Criticize or denounce
FACT_3165_2,Citizen (Bangladesh),Criticize or denounce,0,2014-03-04,Bangladesh Nationalist Party
FACT_3165_3,Citizen (Bangladesh),Criticize or denounce,Bangladesh Nationalist Party,0,2014-03-04
FACT_3166_0,0,Impose restrictions on political freedoms,Thailand,2014-02-06,Protester (Thailand)
FACT_3166_1,Protester (Thailand),0,Thailand,2014-02-06,Impose restrictions on political freedoms
FACT_3166_2,Protester (Thailand),Impose restrictions on political freedoms,0,2014-02-06,Thailand
FACT_3166_3,Protester (Thailand),Impose restrictions on political freedoms,Thailand,0,2014-02-06
FACT_3167_0,0,Make statement,Government (Kenya),2014-12-11,Governor (Kenya)
FACT_3167_1,Governor (Kenya),0,Government (Kenya),2014-12-11,Make statement
FACT_3167_2,Governor (Kenya),Make statement,0,2014-12-11,Government (Kenya)
FACT_3167_3,Governor (Kenya),Make statement,Government (Kenya),0,2014-12-11
FACT_3168_0,0,Demonstrate or rally,Government (Mexico),2014-10-15,Student (Mexico)
FACT_3168_1,Student (Mexico),0,Government (Mexico),2014-10-15,Demonstrate or rally
FACT_3168_2,Student (Mexico),Demonstrate or rally,0,2014-10-15,Government (Mexico)
FACT_3168_3,Student (Mexico),Demonstrate or rally,Government (Mexico),0,2014-10-15
FACT_3169_0,0,Consult,Barack Obama,2014-07-09,Abdullah Abdullah
FACT_3169_1,Abdullah Abdullah,0,Barack Obama,2014-07-09,Consult
FACT_3169_2,Abdullah Abdullah,Consult,0,2014-07-09,Barack Obama
FACT_3169_3,Abdullah Abdullah,Consult,Barack Obama,0,2014-07-09
FACT_3170_0,0,Make an appeal or request,Michael Woodhouse,2014-05-08,Businessperson (China)
FACT_3170_1,Businessperson (China),0,Michael Woodhouse,2014-05-08,Make an appeal or request
FACT_3170_2,Businessperson (China),Make an appeal or request,0,2014-05-08,Michael Woodhouse
FACT_3170_3,Businessperson (China),Make an appeal or request,Michael Woodhouse,0,2014-05-08
FACT_3171_0,0,Make an appeal or request,Citizen (Australia),2014-02-21,Police (Australia)
FACT_3171_1,Police (Australia),0,Citizen (Australia),2014-02-21,Make an appeal or request
FACT_3171_2,Police (Australia),Make an appeal or request,0,2014-02-21,Citizen (Australia)
FACT_3171_3,Police (Australia),Make an appeal or request,Citizen (Australia),0,2014-02-21
FACT_3172_0,0,Make statement,Iran,2014-04-12,Marziyeh Afkham
FACT_3172_1,Marziyeh Afkham,0,Iran,2014-04-12,Make statement
FACT_3172_2,Marziyeh Afkham,Make statement,0,2014-04-12,Iran
FACT_3172_3,Marziyeh Afkham,Make statement,Iran,0,2014-04-12
FACT_3173_0,0,Criticize or denounce,Government (Nigeria),2014-04-22,Ministry (Nigeria)
FACT_3173_1,Ministry (Nigeria),0,Government (Nigeria),2014-04-22,Criticize or denounce
FACT_3173_2,Ministry (Nigeria),Criticize or denounce,0,2014-04-22,Government (Nigeria)
FACT_3173_3,Ministry (Nigeria),Criticize or denounce,Government (Nigeria),0,2014-04-22
FACT_3174_0,0,Assassinate,Terrorist (Hamas),2014-08-22,"Air Force (Palestinian Territory, Occupied)"
FACT_3174_1,"Air Force (Palestinian Territory, Occupied)",0,Terrorist (Hamas),2014-08-22,Assassinate
FACT_3174_2,"Air Force (Palestinian Territory, Occupied)",Assassinate,0,2014-08-22,Terrorist (Hamas)
FACT_3174_3,"Air Force (Palestinian Territory, Occupied)",Assassinate,Terrorist (Hamas),0,2014-08-22
FACT_3175_0,0,Host a visit,Martin Lidegaard,2014-09-06,Iran
FACT_3175_1,Iran,0,Martin Lidegaard,2014-09-06,Host a visit
FACT_3175_2,Iran,Host a visit,0,2014-09-06,Martin Lidegaard
FACT_3175_3,Iran,Host a visit,Martin Lidegaard,0,2014-09-06
FACT_3176_0,0,Sign formal agreement,Malaysia,2014-11-02,Philippines
FACT_3176_1,Philippines,0,Malaysia,2014-11-02,Sign formal agreement
FACT_3176_2,Philippines,Sign formal agreement,0,2014-11-02,Malaysia
FACT_3176_3,Philippines,Sign formal agreement,Malaysia,0,2014-11-02
FACT_3177_0,0,Criticize or denounce,Head of Government (Greece),2014-07-28,Coalition of the Radical Left
FACT_3177_1,Coalition of the Radical Left,0,Head of Government (Greece),2014-07-28,Criticize or denounce
FACT_3177_2,Coalition of the Radical Left,Criticize or denounce,0,2014-07-28,Head of Government (Greece)
